61 2:14 ,Adultery 
45 11:29 ,Spiritual Gifts 
45 1:11 ,Spiritual Gifts 
46 12:1 ,Spiritual Gifts 
45 12:3 ,Spiritual Gifts 
33 6:7 ,Spiritual Judgement 
33 6:8 ,Spiritual Judgement 
23 56:1 ,Spiritual Judgement 
20 21:3 ,Spiritual Judgement 
58 10:25 ,Spiritual Judgement 
58 3:13 ,Spiritual Judgement 
56 2:15 ,Spiritual Judgement 
52 5:14 ,Spiritual Judgement 
50 4:2 ,Spiritual Judgement 
46 11:31 ,Spiritual Judgement 
46 6:4 ,Spiritual Judgement 
46 6:5 ,Spiritual Judgement 
46 6:2 ,Spiritual Judgement 
46 6:1 ,Spiritual Judgement 
46 6:3 ,Spiritual Judgement 
46 5:12 ,Spiritual Judgement 
46 2:15 ,Spiritual Judgement 
44 5:1 ,Spiritual Judgement 
44 5:2 ,Spiritual Judgement 
44 5:3 ,Spiritual Judgement 
44 5:10 ,Spiritual Judgement 
44 5:9 ,Spiritual Judgement 
44 5:8 ,Spiritual Judgement 
44 5:7 ,Spiritual Judgement 
44 5:6 ,Spiritual Judgement 
44 5:5 ,Spiritual Judgement 
44 5:4 ,Spiritual Judgement 
43 7:24 ,Spiritual Judgement 
40 7:5 ,Spiritual Judgement 
40 7:4 ,Spiritual Judgement 
40 7:3 ,Spiritual Judgement 
40 7:2 ,Spiritual Judgement 
40 7:1 ,Spiritual Judgement 
5 16:19 ,Spiritual Judgement 
5 16:18 ,Spiritual Judgement 
5 1:17 ,Spiritual Judgement 
5 1:16 ,Spiritual Judgement 
43 5:24 ,Spiritual Rebirth 
56 2:11 ,Spiritual Rebirth 
42 3:6 ,Spiritual Rebirth 
42 3:5 ,Spiritual Rebirth 
42 3:4 ,Spiritual Rebirth 
52 5:9 ,Spiritual Rebirth 
45 5:10 ,Spiritual Rebirth 
45 5:9 ,Spiritual Rebirth 
45 5:8 ,Spiritual Rebirth 
45 5:7 ,Spiritual Rebirth 
45 5:6 ,Spiritual Rebirth 
44 15:11 ,Spiritual Rebirth 
26 11:20 ,Spiritual Rebirth 
26 11:19 ,Spiritual Rebirth 
49 2:8 ,Spiritual Rebirth 
44 16:31 ,Spiritual Rebirth 
44 4:12 ,Spiritual Rebirth 
43 10:9 ,Spiritual Rebirth 
42 18:42 ,Spiritual Rebirth 
60 1:23 ,Spiritual Rebirth 
45 10:9 ,Spiritual Rebirth 
44 2:37 ,Spiritual Rebirth 
44 2:40 ,Spiritual Rebirth 
44 2:39 ,Spiritual Rebirth 
44 2:38 ,Spiritual Rebirth 
44 2:21 ,Spiritual Rebirth 
43 3:16 ,Spiritual Rebirth 
43 3:10 ,Spiritual Rebirth 
43 3:9 ,Spiritual Rebirth 
43 3:8 ,Spiritual Rebirth 
43 3:7 ,Spiritual Rebirth 
43 3:6 ,Spiritual Rebirth 
43 3:5 ,Spiritual Rebirth 
43 3:4 ,Spiritual Rebirth 
43 3:3 ,Spiritual Rebirth 
43 1:13 ,Spiritual Rebirth 
43 1:12 ,Spiritual Rebirth 
26 36:27 ,Spiritual Rebirth 
26 36:26 ,Spiritual Rebirth 
26 36:25 ,Spiritual Rebirth 
26 36:24 ,Spiritual Rebirth 
26 36:23 ,Spiritual Rebirth 
24 31:34 ,Spiritual Rebirth 
24 31:33 ,Spiritual Rebirth 
61 3:17 ,Temptation 
49 6:13 ,Temptation 
45 6:13 ,Temptation 
20 1:10 ,Temptation 
59 1:4 ,Temptation 
59 1:3 ,Temptation 
59 1:2 ,Temptation 
42 22:46 ,Temptation 
42 22:40 ,Temptation 
48 6:1 ,Temptation 
66 3:10 ,Temptation 
54 6:9 ,Temptation 
40 26:41 ,Temptation 
61 2:9 ,Temptation 
59 1:14 ,Temptation 
59 1:13 ,Temptation 
59 1:12 ,Temptation 
58 4:15 ,Temptation 
58 2:18 ,Temptation 
46 10:13 ,Temptation 
42 10:28 ,What is Life 
42 10:27 ,What is Life 
20 12:28 ,What is Life 
62 5:12 ,What is Life 
59 4:14 ,What is Life 
19 39:5 ,What is Life 
19 39:4 ,What is Life 
20 7:2 ,What is Life 
42 17:33 ,What is Life 
19 36:9 ,What is Life 
43 6:44 ,What is Life 
43 6:50 ,What is Life 
43 6:51 ,What is Life 
43 6:48 ,What is Life 
43 6:47 ,What is Life 
43 11:25 ,What is Life 
43 5:25 ,What is Life 
43 5:24 ,What is Life 
43 3:36 ,What is Life 
1 2:7 ,What is Life 
20 23:31 ,Wine  
42 21:34 ,Wine  
23 5:12 ,Wine  
23 5:13 ,Wine  
60 4:3 ,Wine  
56 2:3 ,Wine  
56 1:7 ,Wine  
54 5:23 ,Wine  
54 3:8 ,Wine  
54 3:3 ,Wine  
49 5:18 ,Wine  
48 5:24 ,Wine  
48 5:21 ,Wine  
46 6:10 ,Wine  
46 5:11 ,Wine  
45 14:21 ,Wine  
45 13:14 ,Wine  
45 13:13 ,Wine  
42 12:45 ,Wine  
42 1:15 ,Wine  
40 24:49 ,Wine  
40 24:48 ,Wine  
35 2:5 ,Wine  
35 2:15 ,Wine  
33 2:11 ,Wine  
29 1:5 ,Wine  
27 5:4 ,Wine  
24 35:19 ,Wine  
24 35:18 ,Wine  
24 35:6 ,Wine  
24 35:5 ,Wine  
23 56:12 ,Wine  
23 56:11 ,Wine  
23 56:10 ,Wine  
23 28:7 ,Wine  
23 5:23 ,Wine  
23 5:22 ,Wine  
23 5:11 ,Wine  
21 10:17 ,Wine  
20 31:4 ,Wine  
20 31:7 ,Wine  
20 31:6 ,Wine  
20 31:5 ,Wine  
20 23:35 ,Wine  
20 23:34 ,Wine  
20 23:33 ,Wine  
20 23:32 ,Wine  
20 23:30 ,Wine  
20 23:21 ,Wine  
20 23:29 ,Wine  
20 23:20 ,Wine  
20 20:1 ,Wine  
9 1:15 ,Wine  
9 1:14 ,Wine  
5 29:6 ,Wine  
3 10:9 ,Wine  
55 3:15 ,Wisdom Cause 
20 19:20 ,Wisdom Cause 
20 13:20 ,Wisdom Cause 
20 9:10 ,Wisdom Cause 
20 8:33 ,Wisdom Cause 
19 111:10 ,Wisdom Cause 
18 28:28 ,Wisdom Cause 
5 4:6 ,Wisdom Cause 
5 4:5 ,Wisdom Cause 
42 21:15 ,Wisdom Fruit 
59 3:17 ,Wisdom Fruit 
59 3:13 ,Wisdom Fruit 
45 16:19 ,Wisdom Fruit 
44 6:3 ,Wisdom Fruit 
23 33:6 ,Wisdom Fruit 
20 30:3 ,Wisdom Fruit 
20 24:3 ,Wisdom Fruit 
20 20:1 ,Wisdom Fruit 
20 11:30 ,Wisdom Fruit 
20 11:2 ,Wisdom Fruit 
20 10:8 ,Wisdom Fruit 
20 9:12 ,Wisdom Fruit 
20 3:13 ,Wisdom Fruit 
20 3:7 ,Wisdom Fruit 
20 1:7 ,Wisdom Fruit 
19 119:99 ,Wisdom Fruit 
19 119:98 ,Wisdom Fruit 
19 37:31 ,Wisdom Fruit 
19 37:30 ,Wisdom Fruit 
5 32:29 ,Wisdom Fruit 
42 21:15 ,Wisdom Origin 
27 2:23 ,Wisdom Origin 
27 2:22 ,Wisdom Origin 
27 2:20 ,Wisdom Origin 
27 2:21 ,Wisdom Origin 
21 2:26 ,Wisdom Origin 
40 7:27 ,Wisdom Origin 
40 7:26 ,Wisdom Origin 
40 7:25 ,Wisdom Origin 
40 7:24 ,Wisdom Origin 
59 1:5 ,Wisdom Origin 
46 1:30 ,Wisdom Origin 
46 1:24 ,Wisdom Origin 
45 11:33 ,Wisdom Origin 
42 2:40 ,Wisdom Origin 
27 1:20 ,Wisdom Origin 
27 1:17 ,Wisdom Origin 
23 11:2 ,Wisdom Origin 
23 11:1 ,Wisdom Origin 
21 9:18 ,Wisdom Origin 
21 9:17 ,Wisdom Origin 
21 9:16 ,Wisdom Origin 
21 9:15 ,Wisdom Origin 
21 9:14 ,Wisdom Origin 
21 9:13 ,Wisdom Origin 
21 9:12 ,Wisdom Origin 
21 9:11 ,Wisdom Origin 
21 9:10 ,Wisdom Origin 
20 15:33 ,Wisdom Origin 
20 1:23 ,Wisdom Origin 
20 1:22 ,Wisdom Origin 
20 1:21 ,Wisdom Origin 
20 1:20 ,Wisdom Origin 
18 12:13 ,Wisdom Origin 
18 12:12 ,Wisdom Origin 
11 4:30 ,Wisdom Origin 
11 4:29 ,Wisdom Origin 
2 31:3 ,Wisdom Origin 
2 28:3 ,Wisdom Origin 
21 7:19 ,Wisdom Value 
21 2:13 ,Wisdom Value 
20 31:16 ,Wisdom Value 
20 23:23 ,Wisdom Value 
20 24:14 ,Wisdom Value 
20 18:4 ,Wisdom Value 
20 8:11 ,Wisdom Value 
20 19:8 ,Wisdom Value 
20 4:7 ,Wisdom Value 
20 3:13 ,Wisdom Value 
20 16:16 ,Wisdom Value 
18 28:27 ,Wisdom Value 
18 28:26 ,Wisdom Value 
18 28:25 ,Wisdom Value 
18 28:24 ,Wisdom Value 
18 28:28 ,Wisdom Value 
18 28:23 ,Wisdom Value 
18 28:22 ,Wisdom Value 
18 28:21 ,Wisdom Value 
18 28:20 ,Wisdom Value 
18 28:19 ,Wisdom Value 
18 28:16 ,Wisdom Value 
18 28:15 ,Wisdom Value 
18 28:14 ,Wisdom Value 
18 28:13 ,Wisdom Value 
18 28:12 ,Wisdom Value 
18 28:18 ,Wisdom Value 
54 3:11 ,Woman's Role 
46 7:10 ,Woman's Role 
17 1:20 ,Woman's Role 
46 7:11 ,Woman's Role 
20 31:31 ,Woman's Role 
20 31:30 ,Woman's Role 
20 31:29 ,Woman's Role 
20 31:28 ,Woman's Role 
20 31:27 ,Woman's Role 
20 31:26 ,Woman's Role 
20 31:25 ,Woman's Role 
20 31:24 ,Woman's Role 
20 31:23 ,Woman's Role 
20 31:22 ,Woman's Role 
20 31:21 ,Woman's Role 
20 31:20 ,Woman's Role 
20 31:19 ,Woman's Role 
20 31:18 ,Woman's Role 
20 31:17 ,Woman's Role 
20 31:15 ,Woman's Role 
20 31:14 ,Woman's Role 
20 31:13 ,Woman's Role 
20 31:12 ,Woman's Role 
20 31:11 ,Woman's Role 
20 31:10 ,Woman's Role 
66 2:20 ,Woman's Role 
60 3:6 ,Woman's Role 
60 3:5 ,Woman's Role 
56 2:5 ,Woman's Role 
56 2:4 ,Woman's Role 
54 2:15 ,Woman's Role 
54 2:14 ,Woman's Role 
54 2:13 ,Woman's Role 
54 2:11 ,Woman's Role 
54 2:12 ,Woman's Role 
51 3:18 ,Woman's Role 
49 5:33 ,Woman's Role 
49 5:23 ,Woman's Role 
49 5:24 ,Woman's Role 
49 5:22 ,Woman's Role 
46 14:35 ,Woman's Role 
46 14:34 ,Woman's Role 
20 27:15 ,Woman's Role 
20 25:24 ,Woman's Role 
20 21:19 ,Woman's Role 
20 21:9 ,Woman's Role 
20 14:1 ,Woman's Role 
1 3:16 ,Woman's Role 
1 2:20 ,Woman's Role 
19 12:7 ,Word of God 
45 15:4 ,Word of God 
19 119:9 ,Word of God 
45 1:16 ,Word of God 
19 119:130 ,Word of God 
60 1:25 ,Word of God 
23 40:8 ,Word of God 
19 119:89 ,Word of God 
19 119:103 ,Word of God 
55 3:16 ,Word of God 
19 119:105 ,Word of God 
19 119:160 ,Word of God 
19 119:140 ,Word of God 
43 6:63 ,Word of God 
40 24:35 ,Word of God 
19 12:6 ,Word of God 
10 22:31 ,Word of God 
43 14:24 ,Word of God 
58 4:12 ,Word of God 
23 55:11 ,Word of God 
43 1:5 ,Word of God 
43 1:4 ,Word of God 
43 1:3 ,Word of God 
43 1:2 ,Word of God 
43 1:1 ,Word of God 
59 3:15 ,Worldly Wisdom 
24 4:22 ,Worldly Wisdom 
23 29:14 ,Worldly Wisdom 
46 3:19 ,Worldly Wisdom 
46 3:18 ,Worldly Wisdom 
46 2:13 ,Worldly Wisdom 
46 2:12 ,Worldly Wisdom 
46 1:20 ,Worldly Wisdom 
45 1:22 ,Worldly Wisdom 
45 1:21 ,Worldly Wisdom 
26 28:17 ,Worldly Wisdom 
26 28:8 ,Worldly Wisdom 
26 28:7 ,Worldly Wisdom 
26 28:6 ,Worldly Wisdom 
26 28:5 ,Worldly Wisdom 
26 28:4 ,Worldly Wisdom 
24 9:23 ,Worldly Wisdom 
24 8:9 ,Worldly Wisdom 
23 5:21 ,Worldly Wisdom 
21 7:23 ,Worldly Wisdom 
20 28:26 ,Worldly Wisdom 
20 24:7 ,Worldly Wisdom 
